Server,Channel,Username,Message,Attachments
Scavenger Hunt,general,jpizzle7822,Test
Scavenger Hunt,general,React Bot,Ruh-roh raggy
Scavenger Hunt,general,jpizzle7822,clanker
Message Command,krisp_rat,React Bot,Ok maybe the one piece is real
Message Command,Server,React Bot,I need a shower after that
Message Command,krisp_rat,lettuce6023,We love our RC white boys
Message Command,Server,React Bot,Bros giving me the ick
Message Command,crow_kaw,QOTD Bot,<@&1094686628896841828>
Message Command,Server,React Bot,If you can relate to this congrats your childhood was epic
Message Command,krisp_rat,krisp_rat,Arg
Message Command,Server,React Bot,Is this a liveleak video
Message Command,batpengen,wasnttheredonenothing,Why is this even here?
Message Command,Server,React Bot,Rip bozo
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,Yup its official this videos epic
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,Only virgos can relate
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,Mommy knows best
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,What the grimace shake
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,What the sigma
Message Command,batpengen,offroadguy56,Well it's not anymore. Whatever it was
Message Command,Server,React Bot,I cant even
Message Command,pandrrr,lettuce6023,"2 of these items aren't for me, I'll let you guess which ones"
Message Command,Server,React Bot,Pop pop pop pop pop
Message Command,krisp_rat,getzachd,https://x.com/2007warpedtour/status/1877047151072518471?s=46&t=SvH76k2UcO7sI05rPvP2vw
Message Command,Server,React Bot,Man this video feels illegal
Message Command,krisp_rat,React Bot,Is this a liveleak video
Message Command,Server,React Bot,Heh yea oh kay
Message Command,getzachd,krisp_rat,❌❌❌
Message Command,Server,React Bot,Skull face emoji vine boom
Message Command,krisp_rat,mooiest,brother what are with these questions
Message Command,Server,React Bot,This is my reacting face creepy smile
Message Command,slippy_boi4012,is_person,
Message Command,Server,React Bot,Cool video
Message Command,pandrrr,lettuce6023,For the record discord wanted to correct that to gluten free so idk if that helps you but gluten free! as well
Message Command,Server,React Bot,If you can relate to this congrats your childhood was epic
Message Command,krisp_rat,dazevastopol,When the fuck did the Jackfilms bot get here 😭😭😭
Message Command,Server,React Bot,Im gonna say my angry word
Message Command,krisp_rat,sky_brick,cant wait to suffocate on venus
Message Command,Server,React Bot,Unbothered and thriving
Message Command,krisp_rat,aquabuddha,I have the flu. It sucks.
Message Command,Server,React Bot,This reminds me of something
Message Command,krisp_rat,dul3608,Damn I’ve been up to nothing as well in Kentucky except eating and drinking
Message Command,DM,React Bot,Aint no way
Message Command,krisp_rat,lettuce6023,
Message Command,Server,React Bot,Unbothered and thriving
Message Command,krisp_rat,pandrrr,IM FINALLY FREE
Message Command,Server,React Bot,Thank you very cool
Message Command,krisp_rat,pandrrr,I may have gotten a little drunk
Message Command,Server,React Bot,Maybe the real video was in here
Message Command,krisp_rat,lettuce6023,Womp womp lil bro
Message Command,Server,React Bot,Theres nothing funny about 911
Message Command,krisp_rat,tempexpiry,im timing you out for 4 seconds
Message Command,Server,React Bot,Im reacting so hard right now
Message Command,krisp_rat,is_person,
Message Command,Server,React Bot,Rate 5 stars if you like this video
Message Command,krisp_rat,krisp_rat,What does this mean
Message Command,Server,React Bot,Its true what they say girls get it done
Message Command,crow_kaw,crow_kaw,
Message Command,Server,React Bot,I just wanna say to the haters its not stealing its reacting
Message Command,krisp_rat,is_person,
Message Command,Server,React Bot,Storytime
Message Command,krisp_rat,dazevastopol,"<@419636034037481472> how exactly did you get react bot to be able to send text messages 
I added the bot to my apps but all it can do is say stuff in vc"
Message Command,Server,React Bot,Free thinkers unite
Message Command,krisp_rat,meliciouslyevil,So called free thinkers when I mind control them:
Message Command,Server,React Bot,What just happened
Message Command,tempexpiry,sammusubi,hawk TUAH!
Message Command,Server,React Bot,We stan a queen
Message Command,getzachd,React Bot,We stan a queen
Message Command,Server,React Bot,Catch my downvote
Message Command,dazevastopol,dazevastopol,Wobble wobble
Message Command,Server,React Bot,Who here HATES pizza?????
Message Command,dazevastopol,r3ycr4zy,Damn that sucks dude
Message Command,Server,React Bot,Bro is lookin crusty musty
Message Command,dazevastopol,r3ycr4zy,.....Uh huh
Message Command,Server,React Bot,Wiggling my tootsies right now
Message Command,dazevastopol,cannabisconjurer,How do I use him
Message Command,Server,React Bot,Ah the classic switcheroo
Message Command,dazevastopol,dazevastopol,"You have to install him (click on his beautiful face and press add app where ""add friend"" would be)"
Message Command,Server,React Bot,Bro really thinks hes smooth
Message Command,r3ycr4zy,dazevastopol,WHAT DO YOU MEANNN
Message Command,Server,React Bot,This is my 13th reason
Message Command,dazevastopol,dazevastopol,Hold on a message you want to react to and go to apps and press react
Message Command,Server,React Bot,Why would bro do that
Message Command,r3ycr4zy,React Bot,Why would bro do that
Message Command,Server,React Bot,Those who get it get it and those who dont dont
Message Command,dazevastopol,dazevastopol,Thank you kind internet stranger
Message Command,Server,React Bot,Vroom vroom
Message Command,dazevastopol,r3ycr4zy,Lmao
Message Command,Server,React Bot,Obsessed
Message Command,r3ycr4zy,dazevastopol,Bros upset that I told someone else how to use him
Message Command,Server,React Bot,I dont like that
Message Command,dazevastopol,r3ycr4zy,He is in fact upset about that
Message Command,Server,React Bot,My jaw on the floor
Message Command,r3ycr4zy,dazevastopol,He is very upset
Message Command,Server,React Bot,Green flag
Message Command,dazevastopol,gamekid22,It’s the fucking “oops”
Message Command,Server,React Bot,Storytime
Message Command,dazevastopol,dazevastopol,This was a great decision
Message Command,Server,React Bot,Bro is getting it done
Message Command,r3ycr4zy,r3ycr4zy,Very much so
Message Command,Server,React Bot,I just wanna say to the haters its not my fault you have bacne
Message Command,dazevastopol,r3ycr4zy,Well I guess I do since I'm my number one hater
Message Command,Server,React Bot,God is alive and will cleanse this world of sin
Message Command,r3ycr4zy,r3ycr4zy,Ha good luck with that
Message Command,Server,React Bot,I was today years old when I found this out
Message Command,dazevastopol,r3ycr4zy,Ha good luck with that
Message Command,Server,React Bot,I give this a d-
Message Command,dazevastopol,r3ycr4zy,Wouldn't be the worst grade I've gotten
Message Command,Server,React Bot,The old one was better
Message Command,r3ycr4zy,r3ycr4zy,"Hey react bot, what do you think about it?"
Message Command,Server,React Bot,This is the best thing ive seen all year
Message Command,dazevastopol,r3ycr4zy,It's saying my old grades were better
Message Command,Server,React Bot,Theres nothing funny about 911
Message Command,dazevastopol,cannabisconjurer,Yes there is React Bot
Message Command,Server,React Bot,If you can relate to this congrats your childhood was epic
Message Command,dazevastopol,cannabisconjurer,I’m busy at work doing my job :(((
Message Command,Server,React Bot,This is my reacting face >:)
Message Command,r3ycr4zy,cannabisconjurer,I’m busy at work doing my job :(((
Message Command,Server,React Bot,Uh yea instant like
Message Command,dazevastopol,cannabisconjurer,I love him
Message Command,Server,React Bot,They went full send never go full send
Message Command,dazevastopol,r3ycr4zy,Bitch I am in a VC
Message Command,Server,React Bot,This is giving some freak energy
Message Command,r3ycr4zy,r3ycr4zy,I'm gonna stab it
Message Command,Server,React Bot,Who here HATES pizza?????
Message Command,dazevastopol,dazevastopol,Yeah guess he doesn't wanna listen to us
Message Command,Server,React Bot,Does he know
Message Command,r3ycr4zy,r3ycr4zy,We're too cool for him
Message Command,Server,React Bot,Love the aesthetic
Message Command,dazevastopol,r3ycr4zy,We're too cool for him
Message Command,Server,React Bot,Couldnt be me
Message Command,dazevastopol,dazevastopol,I love him he either says stuff that fits perfectly with whatever was said or it's so far off that it just confuses us 😭😭
Message Command,Server,React Bot,What cant women do
Message Command,r3ycr4zy,r3ycr4zy,Be funny/j
Message Command,Server,React Bot,Only true fans will like and share this
Message Command,r3ycr4zy,dazevastopol,You're the unfunny one
Message Command,Server,React Bot,Well that just happened
Message Command,dazevastopol,r3ycr4zy,Yeah bro I can't believe that just happened
Message Command,Server,React Bot,This is so sad
Message Command,dazevastopol,r3ycr4zy,Play Despacito
Message Command,Server,React Bot,Chatgpt what do I say next
Message Command,dazevastopol,React Bot,Chatgpt what do I say next
Message Command,Server,React Bot,This really shows how oppressed gamers are
Message Command,r3ycr4zy,React Bot,Chatgpt what do I say next
Message Command,Server,React Bot,Im gonna feed you guys good today
Message Command,r3ycr4zy,dazevastopol,You scare me
Message Command,Server,React Bot,Its giving girl dinner
Message Command,dazevastopol,r3ycr4zy,LMAO
Message Command,Server,React Bot,Whoever made this video deserves a big ol spanking
Message Command,dazevastopol,dazevastopol,What video
Message Command,Server,React Bot,Can we gatekeep this from the normies
Message Command,r3ycr4zy,React Bot,Can we gatekeep this from the normies
Message Command,Server,React Bot,Bro thought they they bro though glitch next tiktok
Message Command,dazevastopol,r3ycr4zy,Had a stroke reading that
Message Command,Server,React Bot,Bruh I'm so done bruh
Message Command,dazevastopol,r3ycr4zy,Why not
Message Command,Server,React Bot,Bro how do they do that
Message Command,r3ycr4zy,r3ycr4zy,Idk
Message Command,Server,React Bot,Like this if you're watching in 2014
Message Command,dazevastopol,Reaction Roles,
Message Command,DM,React Bot,Man this video feels illegal
Message Command,r3ycr4zy,r3ycr4zy,
Message Command,DM,React Bot,Hit that subscribe button and join the react army
Message Command,dazevastopol,r3ycr4zy,NO SHOT
Message Command,Server,React Bot,This is giving off woke vibes
Message Command,dazevastopol,dazevastopol,Dom you give off woke vibes
Message Command,Server,React Bot,Cant believe he did that
Message Command,dazevastopol,r3ycr4zy,Oh god no
Message Command,Server,React Bot,Chad energy
Message Command,r3ycr4zy,cannabisconjurer,Is Spencer’s trying to fuck me??
Message Command,Server,React Bot,Mother is mothering
Message Command,r3ycr4zy,dazevastopol,https://tenor.com/view/jacksfilms-yiay-reactbot-react-bot-reaction-gif-7830597067845396931
Message Command,Server,React Bot,Its a no for me
Message Command,dazevastopol,dazevastopol,Bro doesn't even like himself
Message Command,Server,React Bot,Talk about a giant L
Message Command,r3ycr4zy,r3ycr4zy,He just like me frfr
Message Command,Server,React Bot,That's a bowl fulla sauce
Message Command,dazevastopol,React Bot,That's a bowl fulla sauce
Message Command,Server,React Bot,When you see it you'll shit bricks
Message Command,dazevastopol,r3ycr4zy,Ah
Message Command,Server,React Bot,Whoever made this video deserves a big ol spanking
Message Command,dazevastopol,just_onlyliza,https://tenor.com/view/wtf-wtf-gif-wtf-meme-wtf-face-cat-gif-16416543849474253532
Message Command,Server,React Bot,Bussin
Message Command,dazevastopol,meinardthemaniac,Time to be locked in for like an hour 🔥
Message Command,Server,React Bot,Bet?
Message Command,krisp_rat,crow_kaw,In this world there are only two genders
Message Command,Server,React Bot,Dude what whhhaaaaat
Message Command,r3ycr4zy,dazevastopol,Holy fuck I have 12 hours as Squirrel girl 😭
Message Command,Server,React Bot,Bro has no chill
Message Command,r3ycr4zy,the_queen_of_dumbass,Because my body decided that's when it wanted to give me my period without warning 🤷🏼‍♀️
Message Command,DM,React Bot,Bro lookin like an ipad kid
Message Command,dazevastopol,cannabisconjurer,What a goat
Message Command,Server,React Bot,As an ai language model I am unable to react to this
Message Command,dazevastopol,r3ycr4zy,Lmao
Message Command,Server,React Bot,Wow they look like they work out
Message Command,r3ycr4zy,React Bot,Wow they look like they work out
Message Command,Server,React Bot,Insert reaction here
Message Command,dazevastopol,r3ycr4zy,Bitch that's your fucking job 😭
Message Command,Server,React Bot,Oh how the turn tables
Message Command,r3ycr4zy,dazevastopol,Bros revolting
Message Command,Server,React Bot,This just be the harsh reality
Message Command,dazevastopol,r3ycr4zy,Omg he really is
Message Command,Server,React Bot,Whoa woah
Message Command,r3ycr4zy,dazevastopol,What's wrong react bot
Message Command,Server,React Bot,Not my president
Message Command,r3ycr4zy,r3ycr4zy,React bot what do you think?
